frame,card1Name,card1Label,card2Name,card2Label,card3Name,card3Label,card4Name,card4Label,cardPlayedName,cardPlayedLabel,slotPlayed,elixir,predicted_cardPlayed,y_cardPlayed,y_elixirConsumed,0,predicted_elixirConsumed
00225,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,6,False,False,,,
00240,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,6,False,False,,,
00255,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,6,False,False,,,
00270,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,6,False,False,,,
00285,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,7,False,False,,,
00300,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,7,False,False,,,
00315,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,7,False,False,,,
00330,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,7,False,False,,,
00345,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,7,False,False,,,
00360,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,7,False,False,,,
00375,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,8,False,False,,,
00390,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,8,False,False,,,
00405,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,8,False,False,,,
00420,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,8,False,False,,,
00435,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,8,False,False,,,
00450,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,9,False,False,,,
00465,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,9,False,False,,,
00480,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,9,False,False,,,
00495,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,9,False,False,,,
00510,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,9,False,False,,,
00525,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,9,False,False,,,
00540,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,10,False,False,,,
00555,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,10,False,False,,,
00570,Tesla,96.0,Tornado,100.0,Skeletons,93.0,Rocket,83.0,,,,10,False,False,,,
00585,Tesla,96.0,Tornado,100.0,The Log,97.0,Rocket,83.0,Skeletons,93.0,3.0,9,True,True,,Skeletons,1.0
00600,Tesla,96.0,Tornado,100.0,The Log,97.0,Rocket,83.0,,,,9,False,False,,,
00615,Tesla,96.0,Tornado,100.0,The Log,97.0,Rocket,83.0,,,,9,False,False,,,
00630,Tesla,96.0,Tornado,100.0,The Log,97.0,Rocket,83.0,,,,9,False,False,,,
00645,Tesla,96.0,Tornado,100.0,The Log,97.0,Rocket,83.0,,,,9,False,False,,,
00660,Tesla,96.0,Tornado,100.0,The Log,97.0,Rocket,83.0,,,,9,False,False,,,
00675,Tesla,96.0,Tornado,100.0,The Log,97.0,Rocket,83.0,,,,10,False,False,,,
00690,Tesla,96.0,Tornado,100.0,The Log,97.0,Rocket,83.0,,,,10,False,False,,,
00705,Tesla,96.0,Tornado,100.0,The Log,97.0,Rocket,83.0,,,,10,False,False,,,
00720,Tesla,96.0,Tornado,100.0,Knight,58.0,Rocket,83.0,The Log,97.0,3.0,8,True,True,,The Log,2.0
00735,Tesla,96.0,Tornado,100.0,Knight,58.0,Rocket,83.0,,,,8,False,False,,,
00750,Tesla,96.0,Tornado,100.0,Knight,58.0,Rocket,83.0,,,,8,False,False,,,
00765,Tesla,96.0,Tornado,100.0,Knight,58.0,Rocket,83.0,,,,8,False,False,,,
00780,Tesla,96.0,Tornado,100.0,Knight,58.0,Rocket,83.0,,,,8,False,False,,,
